customer_review_id,customer_id,location_id,review_datetime,review_text,social_media_source,social_media_handle,product_id,rating
186,1186,5001,2024-12-25 00:42:52,"I absolutely love my Google Raincoat Navy! It's surprisingly stylish for a raincoat, and the navy color is really sharp. I've worn it a few times in heavy downpours and stayed completely dry. The material feels high-quality and durable, and I appreciate the well-designed hood. It's also lightweight and easy to pack away when the sun comes out. Definitely a great purchase!",Instagram,@InstagramUser_1186_739,41693,4
94,1094,5001,2024-11-16 23:12:57,"I absolutely love this Google Vintage Navy Tee! It's so comfortable and the material feels really soft. The vintage logo gives it a cool, retro vibe that I've gotten tons of compliments on. I was worried about the sizing, but it fits perfectly. Seriously, it's become my go-to casual shirt. Definitely recommend for any Google fan or anyone who just appreciates a classic, well-made tee.",Instagram,@InstagramUser_1094_934,30178,3
85,1085,5001,2025-01-10 12:32:47,"I absolutely love my Google Cork Key Ring! It's so simple, yet stylish, and I get compliments on it all the time. The cork feels really nice in my hand, it's surprisingly durable, and it's a fun, subtle way to show my appreciation for Google products without being too flashy. Plus, it's lightweight, so it doesn't add any extra bulk to my already overflowing keychain. Definitely a great little accessory for any Google enthusiast!",Instagram,@InstagramUser_1085_193,46965,3
3,1003,5001,2024-11-29 07:26:30,"This hoodie is seriously awesome! I got the Google Campus Unisex Zip Hoodie in the grey and it's my new go-to for everything. The material is super soft and comfortable, and the fit is perfect - not too baggy, not too tight. The zipper is smooth and the hood is a good size. I've washed it a few times already and it still looks brand new. Plus, I get compliments on it all the time. Definitely worth the purchase!",Naver Cafe,@NaverCafeUser_1003_138,26194,3
110,1110,5001,2024-12-08 23:12:08,"Just got my Google Trike Tee in black and I love it! The shirt is super comfortable, the fabric is really soft, and the print quality is excellent. I've already gotten a few compliments on it. It fits true to size, which is always a plus when ordering online. Definitely a fun and unique shirt for any Google enthusiast. Would highly recommend!",Naver Cafe,@NaverCafeUser_1110_331,43845,5
56,1056,5001,2025-01-14 13:55:21,"This Google 4in Decal is exactly what I was looking for! I wanted a subtle way to show my love for the brand without being too flashy, and this sticker is perfect. The size is great for my laptop and the colors are vibrant. Application was super easy, no bubbles or peeling. Seems like really good quality vinyl, I'm confident it will hold up well. Highly recommend if you want a clean and simple Google decal.",Threads,@ThreadsUser_1056_752,44550,4
12,1012,5001,2025-05-18 06:51:39,"This Google Tudes Recycled Tee is fantastic! I love the simple design, and the material is surprisingly soft and comfortable for being recycled. I've worn it several times already, and it washes really well - no shrinking or fading. Knowing it's made from recycled materials makes me feel good about my purchase too. Definitely a win-win! I'd highly recommend this tee if you're looking for a comfortable, stylish, and eco-friendly option.",Twitter,@TwitterUser_1012_467,27035,4
125,1125,5001,2025-01-18 15:18:25,"Just got my Google Land & Sea tee and I absolutely love it! The design is so cool and subtle, perfect for showing off my Google pride without being too flashy. The material is really soft and comfortable, definitely a shirt I can wear all day. The fit is also great – true to size and flattering. I’ve already gotten compliments on it! Seriously considering buying another one in a different color. Great quality and a unique design, highly recommend!",Twitter,@TwitterUser_1125_911,28223,3
120,1120,5001,2024-12-17 11:17:24,"I was looking for a simple, clean Google logo decal for my laptop and this 4in one is perfect! The quality is surprisingly good - the vinyl feels thick and durable, not flimsy at all. Application was super easy, no bubbles or peeling. It looks really sharp and professional, exactly what I wanted. Plus, the price was great! I'm definitely happy with my purchase and would recommend it to anyone wanting a subtle Google accent on their gear.",Twitter,@TwitterUser_1120_375,44550,3
132,1132,5001,2025-05-29 18:41:31,"The Google logo T-shirt, I finally got my hands on it! As someone who usually prefers simple yet stylish designs, the Google logo T-shirt was the perfect outfit for my taste. The material is also so good that it feels really soft and comfortable when worn. I think I can wear it beautifully for a long time as there's almost no deformation after washing. The delivery was also fast, so the waiting time wasn't boring. It's also good for casual coordination and goes well with any clothes, so it's highly versatile. I think I'll purchase without hesitation if I find other items I like from the Google Merchandise Store in the future. It was a really satisfactory purchase!",X,@XUser_1132_941,39331,4
75,1075,5001,2024-12-29 10:30:26,"I absolutely love my Google LA Campus Mug! It's become my go-to for morning coffee. The design is simple but cool, a nice reminder of the innovative spirit of Google. It feels sturdy and well-made, definitely not some cheap giveaway mug. It's the perfect size for a good cup of coffee and washes up easily in the dishwasher. Highly recommend it for any Google fan or anyone looking for a quality, stylish mug.",X,@XUser_1075_250,31072,4
19,1019,5001,2025-06-24 18:00:45,"This Google Austin Campus Tee is awesome! The material is super soft and comfortable, not scratchy at all. I love the design – it's subtle enough to wear anywhere but still shows off my Google pride. The fit is perfect too, true to size for a unisex tee. I've washed it a couple of times already and it hasn't shrunk or faded. Definitely a great buy for any Google enthusiast or Austin lover!",YouTube,@YouTubeUser_1019_510,38996,5
111,1111,5002,2025-06-30 04:41:29,"Okay, I just got my Google Mountain View Campus Zip Hoodie and I absolutely love it! The material is super soft and comfy, perfect for lounging around or wearing to the gym. The fit is true to size, and the logo is subtle but still shows off my Google pride. I've already gotten a bunch of compliments on it. Definitely worth the purchase for any Google fan or anyone looking for a high-quality, comfortable hoodie.",Blog,@BlogUser_1111_416,20775,4
28,1028,5002,2025-06-12 03:43:57,"My kids absolutely loved ""Daddy Works at Google Book""! It's such a fun and engaging way to explain what I do all day. The illustrations are bright and colorful, and the story is simple enough for my 4-year-old to understand, but still interesting for my 7-year-old. It sparked a lot of great conversations about technology and creativity. Definitely a win for our family and a great way to bridge the gap between work and home life.",Blog,@BlogUser_1028_560,27469,4
10,1010,5002,2025-05-15 03:17:56,"My son absolutely loves his Google Youth Hero Tee in grey! It's super soft and comfortable, which is a big win because he's picky about his clothes. The design is cool and simple, not too flashy. It's also held up really well in the wash, no fading or shrinking so far. He wears it all the time, whether he's playing video games or just hanging out. Definitely a great purchase and I'll probably be ordering another one soon!",Blog,@BlogUser_1010_974,29972,5
9,1009,5002,2024-12-08 01:43:03,"Okay, I absolutely love this Stan and Friends 2019 Tee! The material is so soft and comfortable, it's quickly become my go-to shirt for casual days. The design is really well done, the print quality is excellent, and it hasn't faded at all after multiple washes. Plus, it's a great conversation starter - I've already gotten a few compliments on it! Definitely worth the purchase and a fun way to show some love for the show.",Instagram,@InstagramUser_1009_257,33061,5
169,1169,5002,2025-05-26 03:18:04,"Okay, I just got my Google Sherpa Zip Hoodie in Navy and I'm already obsessed! It's SO soft and warm, perfect for chilly evenings. The navy color is really rich and looks great. I was worried it might be bulky, but it's surprisingly lightweight and comfortable. The zipper feels sturdy and the overall quality seems excellent. Definitely worth the money if you're looking for a cozy and stylish hoodie. I might even buy another one in a different color!",Instagram,@InstagramUser_1169_458,23857,3
42,1042,5002,2025-05-03 07:42:49,"Okay, I was skeptical about a ""Google Glass Bottle"" at first, thinking it was some gimmicky thing. But honestly, I'm really impressed! The glass is super sturdy and feels great in my hand. I love that it doesn't leach any weird flavors into my water, unlike some plastic bottles I've used. Plus, it's surprisingly easy to clean. I've been using it every day for a week now, and it's quickly become my go-to water bottle. Definitely worth the purchase!",Instagram,@InstagramUser_1042_570,25886,3
30,1030,5002,2025-04-06 13:42:07,"My little one absolutely loves this Google Gray Toddler Zip Hoodie! It's so soft and comfortable, he wants to wear it everywhere. The zipper is easy for him to manage on his own, which is a huge plus. The gray color is perfect because it goes with everything, and it washes really well - no shrinking or fading after multiple washes. Definitely a great purchase and a new staple in his wardrobe!",Instagram,@InstagramUser_1030_174,35806,4
199,1199,5002,2025-03-26 05:22:49,"Just got my Google Men's Softshell Moss jacket and I'm really impressed! The color is even better in person – a really nice, muted green. It's super comfortable, the material is soft and flexible, and it fits true to size. Perfect for those chilly mornings and evenings. I've already worn it hiking and just running errands, and it's quickly become my go-to jacket. Definitely recommend!",Naver Cafe,@NaverCafeUser_1199_413,38919,1
105,1105,5002,2025-02-05 00:58:45,"I absolutely love my Google Black Cloud Tee! The fabric is so soft and comfortable, perfect for everyday wear. The design is simple and clean, which I appreciate. It's subtle enough to wear to work but still shows off my love for Google. It also washes really well; the color hasn't faded at all after several washes. Definitely recommend this tee if you're looking for a comfortable and stylish way to represent Google!",Naver Cafe,@NaverCafeUser_1105_337,30102,2
36,1036,5002,2024-11-14 04:40:47,"Chromecast Review. I recently purchased and tried a Chromecast from the Google Merchandise Store. I think the biggest advantage is being able to easily watch videos from a smartphone or tablet on the TV. It's especially convenient for me as I often use streaming services like YouTube and Netflix. The connection is simple without complicated settings, and the picture quality is satisfactory. However, it's disappointing that the Wi-Fi connection is sometimes unstable and disconnects. Also, the mirroring function is not perfect, so a slight screen delay is sometimes felt. Still, I think the performance is decent for the price. It would be an even more perfect Chromecast if more stable connectivity and support for various apps were added. Overall, I'm using it with satisfaction",Naver Cafe,@NaverCafeUser_1036_251,33216,5
151,1151,5002,2025-02-10 13:14:41,"I absolutely love this Google Women's Softshell Moss jacket! The color is gorgeous and perfect for fall. It's super comfortable and soft, and the fit is really flattering. I've worn it hiking and just running errands, and it's been great for both. It keeps me warm without being bulky. Definitely recommend it if you're looking for a stylish and practical softshell jacket!",Naver Cafe,@NaverCafeUser_1151_948,21241,4
141,1141,5002,2025-01-23 00:13:02,"I recently bought Chromecast from the Google Merchandise Store, and I'm really satisfied! It was a product I had been eyeing for a while, and when it finally came into my hands, it exceeded my expectations. Above all, I liked that the installation was so simple. Thanks to the intuitive connection method, which was almost unnecessary to look at the manual for, I could connect it to the TV in no time. It was amazing that screen mirroring was possible immediately by simply connecting it with my smartphone. The picture quality is also really clean and there are no interruptions, so the immersion when watching movies or dramas has increased 훨씬 (much more). Especially, watching OTT services like YouTube and Netflix on the big screen felt like being in a movie theater. Thanks to Chromecast, my time spent at home has become more enjoyable. The delivery was also fast, and the packaging condition was meticulous, further increasing my trust in the product. If anyone is considering it, I think it would be good to purchase without hesitation. Highly recommended",Threads,@ThreadsUser_1141_241,39138,4
64,1064,5002,2025-06-01 13:49:23,"I absolutely love this Google Summer19 Crew in grey! The material is super soft and comfortable, perfect for lounging around or throwing on for a casual day out. The fit is great too, not too baggy and not too tight. I've washed it a few times already and it still looks brand new. It's a simple design but it's really well-made and has quickly become one of my favorite sweatshirts. Definitely recommend!",Twitter,@TwitterUser_1064_826,31420,3
165,1165,5002,2024-11-15 03:41:36,"I absolutely love my Google Austin Campus Ladies Tee! The fit is perfect, not too tight and not too boxy. The fabric is super soft and comfortable, which is a huge plus since I wear it all the time. It's a great way to show my support for Google and the Austin campus without being too flashy. I've washed it a bunch of times already and the color and design have held up really well. Definitely recommend this tee!",Twitter,@TwitterUser_1165_812,45304,5
89,1089,5002,2025-04-11 10:10:52,"This vest is amazing! The Google Women's Tech Fleece Vest in charcoal is my new go-to for layering. It's so comfortable and warm without being bulky, which is perfect for my active lifestyle. I love the fit - it's flattering without being too tight. The material feels really high quality and I can tell it will hold up well. Definitely recommend this vest to anyone looking for a stylish and functional piece!",X,@XUser_1089_745,34007,5
148,1148,5002,2025-02-21 00:29:36,"I absolutely love my Google Chicago Campus tee! The fabric is super soft and comfortable, it's definitely going to be my new go-to casual shirt. The design is simple but stylish, and it's a great way to show off my connection to the city. The fit is perfect too – true to size and not too boxy. I've already gotten a few compliments on it! Highly recommend this tee to anyone who loves Chicago or Google (or both!).",X,@XUser_1148_980,49783,3
133,1133,5002,2025-04-21 04:18:55,"This hoodie is seriously comfy! The French terry is so soft against my skin, and the navy color is a really nice, classic look. I love the subtle Google logo - it's not too flashy. The zip is smooth and the fit is perfect, not too tight and not too baggy. It's become my go-to for lounging around the house or throwing on for a quick errand. Definitely worth the purchase!",X,@XUser_1133_142,42496,5
175,1175,5002,2025-01-05 08:00:33,"This Google LA Campus Ladies Tee is seriously comfy! The material is super soft and the fit is perfect – not too tight, not too baggy. I love the design; it's simple and stylish and shows off my Google pride without being over the top. I've already worn it a bunch of times and it washes really well. Definitely a good buy for any Google fan!",X,@XUser_1175_310,49947,5
90,1090,5002,2025-06-14 03:45:04,"I absolutely love my Google Kirkland Campus tee! The fabric is super soft and comfortable, perfect for wearing around the house or out running errands. The design is subtle but cool, and I've already gotten a few compliments on it. It's definitely become one of my favorite t-shirts. Plus, it washes really well without shrinking or fading. Highly recommend if you're looking for a comfy and stylish way to represent the Kirkland campus!",YouTube,@YouTubeUser_1090_686,25258,2
49,1049,5002,2025-04-25 11:26:44,"Just got my Google Black Cloud Polo and I'm really impressed! The material is super comfortable and breathable, which is perfect for those warmer days. The subtle Google logo is a nice touch, not too flashy. I've already worn it a couple of times and it still looks brand new. Definitely a high-quality polo that I can see myself wearing for a long time. Great purchase!",YouTube,@YouTubeUser_1049_271,27739,5
157,1157,5002,2025-05-24 21:41:59,"I absolutely love this Google tee! The fit is perfect – not too tight, not too baggy. The material is super soft and comfy, which is a huge plus. I've washed it a few times already, and the black color hasn't faded at all. It's a simple design, but it's a great way to show off my love for Google. Definitely recommend this tee for anyone looking for a comfortable and stylish everyday shirt!",YouTube,@YouTubeUser_1157_458,45844,5
54,1054,5003,2025-05-14 06:42:28,"My son absolutely loves his Google Kids Playful Tee! The design is so bright and cheerful, and he gets compliments on it everywhere we go. The fabric is really soft and comfortable, which is a huge plus because he's super picky about what he wears. It's also held up great in the wash so far, no fading or shrinking. I'm definitely thinking about getting another one in a different color. Great quality and a really fun shirt for kids!",Blog,@BlogUser_1054_647,33241,3
149,1149,5003,2024-12-12 23:29:16,"As I usually prefer simple designs, the Google backpack caught my eye immediately. The clean design with the subtly engraved Google logo doesn't stand out too much and gives a stylish feel. The storage space is also ample, making it very convenient to efficiently organize laptops, books, personal belongings, etc. I especially liked that the shoulder straps are comfortably designed, so it's less burdensome on my shoulders even when worn for a long time. The material is also sturdy, so I think I can use it for a long time, and the finishing is also meticulous, giving me confidence in the quality. The delivery was fast, and the packaging was meticulous, so I received the product with pleasure. Overall, I think it's an excellent product for the price, and I want to highly recommend it to people around me. Thanks to the Google backpack, my daily commute has become more enjoyable.",Blog,@BlogUser_1149_498,32857,4
44,1044,5003,2024-11-12 15:57:29,"Okay, I absolutely love my Google Striped Tank! It's so comfortable and the material is surprisingly soft. I wasn't sure what to expect, but it's quickly become one of my go-to shirts for casual days. The stripes are classic and go with everything. Plus, it's a subtle way to show off my love for Google without being too flashy. Definitely recommend it if you're looking for a comfy and stylish everyday tank!",Blog,@BlogUser_1044_397,20521,1
188,1188,5003,2025-02-07 00:46:47,"This Google NYC Campus Ladies Tee is seriously comfy! The material is so soft, and the fit is perfect – not too tight, not too baggy. I love the subtle Google NYC design; it's a cool way to represent my love for the city and the tech scene. I've worn it to the gym, running errands, and even casually to work. Washes well too, no shrinking or fading. Definitely recommend if you're looking for a stylish and comfortable tee!",Blog,@BlogUser_1188_856,20394,4
73,1073,5003,2024-11-02 11:37:29,"I'm really satisfied with the Pixel phone case I purchased from the Google Merchandise Store! After using it for a few days, I understood why so many people recommend it. Above all, the design is clean and perfectly matches the Pixel phone. Even with the case on, the phone's grip has improved 훨씬 (much more), and the anti-slip function is excellent, so I can use it with peace of mind. The feel of pressing the buttons is good, and the cable connection part is also neatly finished without interference, making it very convenient to use. Thanks to the sturdy material, I feel confident that it will protect my phone safely. It was also good that the delivery was fast, so I could use it right away without waiting. Overall, I think the quality is excellent for the price, and I strongly recommend it to Pixel phone users.",Facebook,@FacebookUser_1073_241,24773,5
153,1153,5003,2024-11-09 17:01:56,"This is a review of the Google logo T-shirt purchased from the Google Merchandise Store. I did not get as much satisfaction as I expected. First, the T-shirt material was thinner and less soft than I thought. After a few washes, the neck part seems to stretch a bit, which is disappointing. It was good that the Google logo was clearly printed, but I think the overall quality is lower for the price. The delivery was also late, so I couldn't wear it on the day I needed it. Of course, it could be the courier's fault, but it would have been nice if I had been notified in advance. Considering the Google brand value, I think improvement in the quality of the Google logo T-shirt and the delivery service is needed. I'll have to check more carefully before purchasing in the future.",Facebook,@FacebookUser_1153_300,35372,5
84,1084,5003,2024-12-13 16:49:54,"This tee is awesome! The mint color is so fresh and looks great. I was a little hesitant ordering online, but the quality is top-notch. The fabric is soft and comfortable, not scratchy at all. The ""Google Beekeepers 2019"" design is subtle but cool, a fun conversation starter for sure. Fits perfectly true to size too. Definitely recommend it for anyone looking for a unique and comfy t-shirt.",Facebook,@FacebookUser_1084_831,45516,4
16,1016,5003,2024-12-14 02:05:29,"Okay, I absolutely love this Google Austin Campus Zip Hoodie! The material is so soft and comfortable, perfect for those slightly chilly Austin evenings. The fit is great, not too baggy and not too tight. I've already worn it a bunch and it's held up really well after washing. The subtle Google logo is a nice touch – not too flashy, but still shows my Austin pride. Definitely recommend grabbing one if you're a fan!",Facebook,@FacebookUser_1016_743,36335,2
174,1174,5003,2025-04-09 00:46:25,"Okay, I absolutely love this Google Maps Pin Tee! It's such a fun and quirky design. The fabric is really soft and comfortable, not scratchy at all. I've gotten so many compliments on it already, people always ask where I got it. It's a great conversation starter and perfect for anyone who loves to travel or just appreciates a unique shirt. Definitely recommend grabbing one!",Instagram,@InstagramUser_1174_407,40875,2
170,1170,5003,2024-12-08 10:50:19,"I absolutely love this vest! The Google Men's Tech Fleece Vest in Charcoal is exactly what I was looking for. It's lightweight and comfortable, perfect for layering on cool mornings or evenings. The fit is great, not too bulky, and the material feels really high quality. I've worn it to the gym, running errands, and even just lounging around the house. It's versatile and looks sharp. Definitely recommend!",Instagram,@InstagramUser_1170_593,21184,1
189,1189,5003,2025-02-27 03:16:41,"Okay, I absolutely love this Google LA Campus Zip Hoodie! It's so comfortable and the material is really soft - perfect for those slightly chilly evenings. I wear it all the time, whether I'm working from home or running errands. The design is subtle but cool, and I've already gotten a few compliments on it. Definitely worth the purchase if you're looking for a cozy and stylish hoodie that's a little different. Great quality overall!",Instagram,@InstagramUser_1189_736,24475,4
62,1062,5003,2025-03-13 09:50:01,"I absolutely love my Google Bike Bottle! It's the perfect size for my rides, not too bulky but holds enough water to keep me hydrated. The design is sleek and the material feels really durable. Plus, the Google logo is subtle and cool. It's super easy to clean too, which is a huge bonus after a muddy trail. Highly recommend it to anyone looking for a reliable and stylish water bottle for their cycling adventures!",Instagram,@InstagramUser_1062_431,29955,5
69,1069,5003,2025-03-22 01:23:15,"I absolutely love my Google Mural Tote! It's so much bigger than I expected, which is a huge plus. I can easily fit my laptop, a water bottle, a notebook, and even a light jacket inside. The design is really cool and subtle, not overly branded. It's also surprisingly sturdy; I've been using it for groceries and books and it's held up perfectly. Definitely a great everyday tote bag that's both practical and stylish.",Instagram,@InstagramUser_1069_523,31652,5
195,1195,5003,2025-02-05 21:31:27,"This Google F/C Longsleeve is seriously comfortable! The charcoal color is really versatile and goes with everything. The material is soft and breathable, not too heavy, which is perfect for layering or wearing on its own. I've washed it a few times now and it still looks great, no fading or shrinking. Definitely a good quality long sleeve that I'd recommend to any Google fan.",Instagram,@InstagramUser_1195_503,40417,3
80,1080,5003,2024-12-02 09:57:10,"Just got my Google Kirkland Campus Patch Set and I'm so happy with it! The patches are really high quality, with vibrant colors and clean stitching. They look great on my backpack and laptop bag. It's a fun, subtle way to show my connection to the Kirkland campus. Definitely a cool little souvenir and a great conversation starter for anyone who knows the area! Worth the price, highly recommend!",Instagram,@InstagramUser_1080_378,43320,3
96,1096,5003,2025-03-23 19:08:47,"This hoodie is awesome! I was looking for something comfy and stylish to wear around campus and this Google Cambridge zip hoodie totally fits the bill. The material is super soft and feels really high quality. I love the subtle branding, it's not too over-the-top. It's definitely become my go-to for chilly days and I've gotten a bunch of compliments on it already. Totally recommend!",Naver Cafe,@NaverCafeUser_1096_609,24206,4
35,1035,5003,2025-01-22 22:18:26,"My son absolutely loves this Google Youth FC Tee! The charcoal color is really cool and goes with everything. The material is super soft and comfortable, which is a big win since he's pretty picky about what he wears. It's held up really well in the wash, too. He wears it to soccer practice and just hanging out, and it still looks brand new after several washes. Definitely a great buy for any young Google fan!",Naver Cafe,@NaverCafeUser_1035_673,24290,4
171,1171,5003,2025-06-27 21:13:37,"This hoodie is seriously comfy! I love the simple Google SF Campus design, it's subtle but still shows my appreciation for the company. The material is soft and warm, perfect for chilly evenings or just lounging around. The fit is great too, true to size. I've washed it a few times already and it still looks brand new. Definitely worth the money if you're looking for a well-made and comfortable hoodie.",Naver Cafe,@NaverCafeUser_1171_120,32103,3
116,1116,5003,2025-03-16 20:49:28,"This sweatshirt is seriously comfy! The Google Gray color is a really nice neutral and goes with everything. The French terry fabric is soft against my skin and perfect for lounging around the house or running errands. It's not too heavy, so I can wear it in a lot of different weather. I also appreciate the quality – it feels well-made and like it will hold up well after many washes. Definitely worth the purchase!",Threads,@ThreadsUser_1116_919,28717,5
137,1137,5003,2025-01-19 12:00:36,"This Google Heather Green Speckled Tee is surprisingly awesome! I was looking for a simple, comfortable t-shirt and this exceeded my expectations. The fabric is really soft and breathable, perfect for everyday wear. I love the subtle speckled design; it adds a little something extra without being too flashy. The fit is true to size, and it washes really well – no shrinkage! Definitely recommend this tee if you're looking for a comfortable, well-made basic.",Threads,@ThreadsUser_1137_103,47659,5
154,1154,5003,2024-11-21 18:41:52,"Just got my Google Seattle Campus Patch Set and I absolutely love them! They're really well-made, the stitching is crisp and clean, and the designs are super cute and accurately represent the Seattle campus vibe. I'm planning on putting them on my backpack and laptop bag to show off my Google pride. A great little souvenir and conversation starter! Highly recommend for any Googler or fan of the company.",Threads,@ThreadsUser_1154_945,37034,4
21,1021,5003,2025-03-22 00:49:03,"I absolutely love this Google puff jacket! It's surprisingly warm without being bulky, which is exactly what I was looking for. The black color is classic and goes with everything. I've worn it in light rain and it held up great. The fit is also perfect, true to size. I appreciate the subtle Google branding - it's stylish and not over the top. Definitely recommend!",Threads,@ThreadsUser_1021_282,20828,4
52,1052,5003,2025-04-05 18:59:38,"I absolutely love this Google Land & Sea tee! It's so soft and comfortable, perfect for everyday wear. I appreciate that it's made with eco-friendly materials, knowing I'm making a slightly better choice for the planet. The design is subtle but stylish, and the fit is just right - not too tight, not too baggy. I've washed it a few times already, and it's held up beautifully. Definitely recommend!",Threads,@ThreadsUser_1052_118,32183,4
72,1072,5003,2025-04-10 23:07:49,"Okay, I absolutely love this Google Pride Eco-Tee! The black color is sharp, and the fabric is so soft and comfortable. I'm really impressed with the quality, especially knowing it's made with eco-friendly materials. It's a great way to show my support for the LGBTQ+ community, and it looks good doing it. The fit is perfect too – true to size. Definitely recommend grabbing one if you're looking for a stylish and sustainable way to celebrate Pride!",Threads,@ThreadsUser_1072_828,45051,4
103,1103,5003,2025-01-29 15:46:34,"Okay, I absolutely love this Google Sunnyvale Campus Zip Hoodie! It's so comfortable and the material is really nice quality. I wasn't expecting it to be this soft! The fit is perfect, true to size. I wear it all the time now, whether I'm lounging around the house or running errands. It's also a great conversation starter – people always ask me about it. Definitely worth the purchase if you're a Google fan or just looking for a cozy and stylish hoodie.",Threads,@ThreadsUser_1103_362,30227,5
67,1067,5003,2025-04-13 22:52:15,"My little one looks absolutely adorable in this Google Toddler FC Tee! The charcoal color is really nice and the fabric is super soft – perfect for sensitive toddler skin. It's held up great after a few washes, too, no fading or shrinking. I love that it's a simple design but still shows off my love for Google. Definitely a win and worth the purchase. My toddler loves pointing at the logo too!",Threads,@ThreadsUser_1067_642,42853,3
145,1145,5003,2024-11-01 09:53:57,"This Google Split Seam Tee in Olive is seriously comfortable! The fabric is soft and feels really nice against my skin. I wasn't sure about the split seam at first, but it actually gives the shirt a cool, slightly edgy look without being too over the top. The olive color is perfect too, it's a great neutral that goes with everything. I've washed it a few times now and it still looks great, no shrinking or fading. Definitely recommend!",Twitter,@TwitterUser_1145_991,33558,2
179,1179,5003,2025-03-05 02:02:41,"My son absolutely loves this Youth Jumbo Print Tee! The white is a really clean, crisp white, and the material is super soft. He's usually picky about his clothes being itchy, but he wore this all day without complaining. The jumbo print is vibrant and hasn't faded after a couple of washes. It's also held its shape really well, which is a huge plus with a constantly-growing kid. Great quality for the price, definitely recommend!",Twitter,@TwitterUser_1179_766,47631,5
